MemoryType,BlockSize,ElementType,BufferSize,LaunchNum,Timer,WriteTime,AverageWriteTime,WriteBandwidth,AbsError(write),RelError(write),ReadTime,AverageReadTime,ReadBandwidth,AbsError(read),RelError(read)
HDD,52/1Mb,c,1,2,std::chrono::system_clock::now(),6.257961,6.004884,8.659617,0.253077,4.214519,5.370869,5.360466,9.700650,0.010403,0.194074
HDD,52/1Mb,c,1,3,std::chrono::system_clock::now(),5.756072,5.921947,8.780896,0.237604,4.012269,5.360968,5.360633,9.700347,0.008498,0.158517
HDD,52/1Mb,c,1,4,std::chrono::system_clock::now(),5.755705,5.880386,8.842956,0.217999,3.707229,5.362780,5.361170,9.699376,0.007418,0.138357
HDD,52/1Mb,c,1,5,std::chrono::system_clock::now(),5.745925,5.853494,8.883583,0.202267,3.455484,5.355736,5.360083,9.701342,0.006981,0.130248
HDD,52/1Mb,c,1,6,std::chrono::system_clock::now(),5.740702,5.834696,8.912204,0.189368,3.245543,5.348521,5.358156,9.704831,0.007693,0.143579
HDD,52/1Mb,c,1,7,std::chrono::system_clock::now(),5.727461,5.819376,8.935665,0.179291,3.080932,5.348261,5.356742,9.707392,0.007920,0.147842
HDD,52/1Mb,c,1,8,std::chrono::system_clock::now(),6.086381,5.852752,8.884709,0.189538,3.238440,5.915970,5.426646,9.582346,0.185095,3.410862
HDD,52/1Mb,c,1,9,std::chrono::system_clock::now(),5.744726,5.840749,8.902968,0.181894,3.114228,5.355746,5.418768,9.596277,0.175926,3.246612
HDD,52/1Mb,c,1,10,std::chrono::system_clock::now(),5.740704,5.830745,8.918244,0.175151,3.003917,5.350588,5.411950,9.608367,0.168147,3.106960
HDD,56/1Mb,c,1,1,std::chrono::system_clock::now(),6.070830,6.070830,9.224439,0.000000,0.000000,5.853872,5.853872,9.566317,0.000000,0.000000
HDD,56/1Mb,c,1,2,std::chrono::system_clock::now(),6.055929,6.063379,9.235774,0.007450,0.122875,5.839550,5.846711,9.578034,0.007161,0.122479
HDD,56/1Mb,c,1,3,std::chrono::system_clock::now(),6.042618,6.056459,9.246327,0.011524,0.190269,5.839896,5.844440,9.581757,0.006671,0.114149
HDD,56/1Mb,c,1,4,std::chrono::system_clock::now(),6.045197,6.053644,9.250627,0.011107,0.183482,6.421753,5.988768,9.350838,0.250051,4.175326
HDD,56/1Mb,c,1,5,std::chrono::system_clock::now(),6.033873,6.049689,9.256674,0.012698,0.209897,5.861201,5.963255,9.390845,0.229399,3.846878
HDD,56/1Mb,c,1,6,std::chrono::system_clock::now(),6.045104,6.048925,9.257843,0.011717,0.193703,5.861802,5.946346,9.417549,0.212798,3.578629
HDD,56/1Mb,c,1,7,std::chrono::system_clock::now(),6.049208,6.048966,9.257781,0.010848,0.179341,5.840384,5.931208,9.441584,0.200471,3.379939
HDD,56/1Mb,c,1,8,std::chrono::system_clock::now(),6.032903,6.046958,9.260855,0.011454,0.189416,5.859463,5.922240,9.455881,0.189019,3.191678
HDD,56/1Mb,c,1,9,std::chrono::system_clock::now(),6.046513,6.046908,9.260931,0.010800,0.178600,5.826323,5.911583,9.472928,0.180740,3.057390
HDD,56/1Mb,c,1,10,std::chrono::system_clock::now(),6.040351,6.046253,9.261935,0.010433,0.172548,6.042027,5.924627,9.452072,0.175874,2.968526
HDD,60/1Mb,c,1,1,std::chrono::system_clock::now(),6.942902,6.942902,8.641919,0.000000,0.000000,6.253641,6.253641,9.594411,0.000000,0.000000
HDD,60/1Mb,c,1,2,std::chrono::system_clock::now(),6.720397,6.831649,8.782652,0.111253,1.628489,6.311756,6.282699,9.550036,0.029058,0.462505
HDD,60/1Mb,c,1,3,std::chrono::system_clock::now(),6.667902,6.777067,8.853387,0.119205,1.758951,6.271584,6.278994,9.555671,0.024297,0.386960
HDD,60/1Mb,c,1,4,std::chrono::system_clock::now(),6.671643,6.750711,8.887953,0.112877,1.672083,6.304637,6.285405,9.545925,0.023792,0.378527
HDD,60/1Mb,c,1,5,std::chrono::system_clock::now(),6.856890,6.771947,8.860081,0.109530,1.617413,7.172546,6.462833,9.283855,0.355494,5.500589
HDD,60/1Mb,c,1,6,std::chrono::system_clock::now(),6.673005,6.755457,8.881709,0.106570,1.577533,6.277688,6.431975,9.328394,0.331774,5.158201
HDD,60/1Mb,c,1,7,std::chrono::system_clock::now(),6.664061,6.742400,8.898908,0.103718,1.538298,6.296710,6.412652,9.356504,0.310789,4.846494
HDD,60/1Mb,c,1,8,std::chrono::system_clock::now(),6.665503,6.732788,8.911613,0.100297,1.489683,6.292793,6.397669,9.378415,0.293406,4.586144
HDD,60/1Mb,c,1,9,std::chrono::system_clock::now(),6.659295,6.724622,8.922434,0.097341,1.447530,6.281883,6.384804,9.397312,0.279009,4.369894
HDD,60/1Mb,c,1,10,std::chrono::system_clock::now(),6.645560,6.716716,8.932937,0.095343,1.419489,6.282491,6.374573,9.412395,0.266465,4.180124
HDD,64/1Mb,c,1,1,std::chrono::system_clock::now(),6.952827,6.952827,9.204889,0.000000,0.000000,6.509160,6.509160,9.832298,0.000000,0.000000
HDD,64/1Mb,c,1,2,std::chrono::system_clock::now(),6.949263,6.951045,9.207249,0.001782,0.025636,6.606051,6.557605,9.759660,0.048445,0.738764
HDD,64/1Mb,c,1,3,std::chrono::system_clock::now(),8.134440,7.345510,8.712806,0.557860,7.594566,6.779206,6.631472,9.650949,0.111702,1.684416
HDD,64/1Mb,c,1,4,std::chrono::system_clock::now(),7.319590,7.339030,8.720499,0.483251,6.584671,6.513084,6.601875,9.694216,0.109480,1.658318
HDD,64/1Mb,c,1,5,std::chrono::system_clock::now(),6.951561,7.261536,8.813562,0.459180,6.323456,6.510847,6.583669,9.721023,0.104472,1.586842
HDD,64/1Mb,c,1,6,std::chrono::system_clock::now(),6.952661,7.210057,8.876490,0.434690,6.028946,6.626268,6.590769,9.710551,0.096682,1.466933
HDD,64/1Mb,c,1,7,std::chrono::system_clock::now(),6.945646,7.172284,8.923239,0.412944,5.757499,6.510882,6.579357,9.727395,0.093774,1.425276
HDD,64/1Mb,c,1,8,std::chrono::system_clock::now(),6.950765,7.144594,8.957822,0.393160,5.502899,6.510945,6.570805,9.740054,0.090588,1.378651
HDD,64/1Mb,c,1,9,std::chrono::system_clock::now(),6.937362,7.121568,8.986785,0.376352,5.284685,6.520186,6.565181,9.748399,0.086876,1.323292
HDD,64/1Mb,c,1,10,std::chrono::system_clock::now(),6.944720,7.103883,9.009157,0.360960,5.081159,6.511474,6.559810,9.756380,0.083978,1.280196
HDD,68/1Mb,c,1,1,std::chrono::system_clock::now(),7.529728,7.529728,9.030870,0.000000,0.000000,7.104341,7.104341,9.571613,0.000000,0.000000
HDD,68/1Mb,c,1,2,std::chrono::system_clock::now(),7.504247,7.516988,9.046177,0.012741,0.169495,7.109739,7.107040,9.567978,0.002699,0.037981
HDD,68/1Mb,c,1,3,std::chrono::system_clock::now(),7.493968,7.509314,9.055420,0.015032,0.200184,7.098331,7.104137,9.571887,0.004660,0.065592
HDD,68/1Mb,c,1,4,std::chrono::system_clock::now(),7.495010,7.505738,9.059735,0.014417,0.192077,7.107835,7.105061,9.570642,0.004342,0.061105
HDD,68/1Mb,c,1,5,std::chrono::system_clock::now(),7.493122,7.503215,9.062782,0.013847,0.184550,7.120954,7.108240,9.566362,0.007449,0.104799
HDD,68/1Mb,c,1,6,std::chrono::system_clock::now(),7.520670,7.506124,9.059269,0.014216,0.189394,7.091695,7.105483,9.570075,0.009179,0.129188
HDD,68/1Mb,c,1,7,std::chrono::system_clock::now(),7.498284,7.505004,9.060621,0.013445,0.179141,7.098219,7.104445,9.571473,0.008870,0.124858
HDD,68/1Mb,c,1,8,std::chrono::system_clock::now(),7.519691,7.506840,9.058405,0.013482,0.179591,7.186106,7.114653,9.557740,0.028253,0.397106
HDD,68/1Mb,c,1,9,std::chrono::system_clock::now(),7.562031,7.512972,9.051012,0.021503,0.286218,7.109306,7.114058,9.558538,0.026690,0.375171
HDD,68/1Mb,c,1,10,std::chrono::system_clock::now(),7.504029,7.512078,9.052089,0.020576,0.273901,7.108286,7.113481,9.559314,0.025379,0.356779
HDD,72/1Mb,c,1,1,std::chrono::system_clock::now(),7.881382,7.881382,9.135454,0.000000,0.000000,7.444984,7.444984,9.670941,0.000000,0.000000
HDD,72/1Mb,c,1,2,std::chrono::system_clock::now(),7.861214,7.871298,9.147157,0.010084,0.128109,7.458296,7.451640,9.662303,0.006656,0.089320
HDD,72/1Mb,c,1,3,std::chrono::system_clock::now(),7.873944,7.872180,9.146132,0.008327,0.105782,7.483325,7.462201,9.648627,0.015894,0.212998
HDD,72/1Mb,c,1,4,std::chrono::system_clock::now(),7.883358,7.874974,9.142887,0.008685,0.110291,7.439217,7.456455,9.656063,0.016986,0.227803
HDD,72/1Mb,c,1,5,std::chrono::system_clock::now(),7.997337,7.899447,9.114562,0.049558,0.627355,7.437710,7.452706,9.660920,0.016942,0.227331
HDD,72/1Mb,c,1,6,std::chrono::system_clock::now(),7.864249,7.893581,9.121336,0.047103,0.596726,7.457625,7.453526,9.659858,0.015574,0.208953
HDD,72/1Mb,c,1,7,std::chrono::system_clock::now(),7.866516,7.889714,9.125806,0.044625,0.565616,7.457250,7.454058,9.659168,0.014478,0.194227
HDD,72/1Mb,c,1,8,std::chrono::system_clock::now(),7.868373,7.887047,9.128892,0.042336,0.536776,7.459358,7.454721,9.658310,0.013656,0.183182
HDD,72/1Mb,c,1,9,std::chrono::system_clock::now(),7.876255,7.885848,9.130280,0.040058,0.507978,7.443275,7.453449,9.659958,0.013368,0.179351
HDD,72/1Mb,c,1,10,std::chrono::system_clock::now(),7.868137,7.884077,9.132331,0.038372,0.486706,7.456702,7.453774,9.659536,0.012719,0.170642
HDD,76/1Mb,c,1,1,std::chrono::system_clock::now(),8.263615,8.263615,9.196943,0.000000,0.000000,7.715721,7.715721,9.850019,0.000000,0.000000
HDD,76/1Mb,c,1,2,std::chrono::system_clock::now(),8.264496,8.264056,9.196453,0.000440,0.005330,7.716012,7.715866,9.849833,0.000145,0.001884
HDD,76/1Mb,c,1,3,std::chrono::system_clock::now(),8.237561,8.255224,9.206292,0.012495,0.151359,7.718363,7.716699,9.848771,0.001183,0.015326
HDD,76/1Mb,c,1,4,std::chrono::system_clock::now(),8.281018,8.261672,9.199106,0.015551,0.188234,7.722271,7.718092,9.846994,0.002621,0.033961
HDD,76/1Mb,c,1,5,std::chrono::system_clock::now(),8.265759,8.262490,9.198196,0.014005,0.169503,7.716563,7.717786,9.847384,0.002423,0.031392
HDD,76/1Mb,c,1,6,std::chrono::system_clock::now(),8.257340,8.261631,9.199152,0.012928,0.156484,7.721848,7.718463,9.846520,0.002680,0.034725
HDD,76/1Mb,c,1,7,std::chrono::system_clock::now(),8.250985,8.260111,9.200845,0.012536,0.151760,7.715407,7.718026,9.847077,0.002702,0.035010
HDD,76/1Mb,c,1,8,std::chrono::system_clock::now(),8.276382,8.262144,9.198580,0.012902,0.156154,7.713630,7.717477,9.847778,0.002916,0.037783
HDD,76/1Mb,c,1,9,std::chrono::system_clock::now(),8.246999,8.260462,9.200454,0.013062,0.158125,7.725528,7.718371,9.846637,0.003736,0.048407
HDD,76/1Mb,c,1,10,std::chrono::system_clock::now(),8.270550,8.261471,9.199331,0.012756,0.154402,7.718773,7.718412,9.846586,0.003547,0.045949
HDD,80/1Mb,c,1,1,std::chrono::system_clock::now(),8.696634,8.696634,9.198961,0.000000,0.000000,8.319380,8.319380,9.616101,0.000000,0.000000
HDD,80/1Mb,c,1,2,std::chrono::system_clock::now(),8.686883,8.691759,9.204121,0.004876,0.056093,8.294532,8.306956,9.630483,0.012424,0.149565
HDD,80/1Mb,c,1,3,std::chrono::system_clock::now(),8.695805,8.693107,9.202693,0.004414,0.050778,8.296216,8.303376,9.634635,0.011338,0.136544
HDD,80/1Mb,c,1,4,std::chrono::system_clock::now(),8.696228,8.693888,9.201867,0.004055,0.046637,8.300583,8.302678,9.635446,0.009893,0.119154
HDD,80/1Mb,c,1,5,std::chrono::system_clock::now(),8.694333,8.693977,9.201773,0.003631,0.041763,8.296609,8.301464,9.636854,0.009175,0.110528
HDD,80/1Mb,c,1,6,std::chrono::system_clock::now(),8.693352,8.693873,9.201883,0.003323,0.038219,8.313225,8.303424,9.634579,0.009454,0.113851
HDD,80/1Mb,c,1,7,std::chrono::system_clock::now(),8.691352,8.693513,9.202264,0.003200,0.036811,8.303245,8.303399,9.634609,0.008753,0.105409
HDD,80/1Mb,c,1,8,std::chrono::system_clock::now(),8.737527,8.699014,9.196444,0.014861,0.170834,8.322227,8.305752,9.631879,0.010286,0.123843
HDD,80/1Mb,c,1,9,std::chrono::system_clock::now(),8.740094,8.703579,9.191621,0.019052,0.218899,8.300301,8.305146,9.632581,0.009848,0.118577
HDD,80/1Mb,c,1,10,std::chrono::system_clock::now(),8.731028,8.706324,9.188723,0.019862,0.228132,8.366098,8.311242,9.625517,0.020534,0.247061
HDD,4/1Mb,i,4,1,std::chrono::system_clock::now(),0.131015,0.131015,30.530761,0.000000,0.000000,0.121047,0.121047,33.045076,0.000000,0.000000
HDD,4/1Mb,i,4,2,std::chrono::system_clock::now(),0.140234,0.135625,29.493186,0.004609,3.398459,0.120543,0.120795,33.114029,0.000252,0.208663
HDD,4/1Mb,i,4,3,std::chrono::system_clock::now(),0.129052,0.133434,29.977451,0.004875,3.653305,0.126493,0.122694,32.601425,0.002694,2.195614
HDD,4/1Mb,i,4,4,std::chrono::system_clock::now(),0.131869,0.133042,30.065610,0.004276,3.213783,0.120189,0.122068,32.768682,0.002573,2.107689
HDD,4/1Mb,i,4,5,std::chrono::system_clock::now(),0.148227,0.136079,29.394611,0.007178,5.274603,0.120595,0.121773,32.847934,0.002375,1.950657
HDD,4/1Mb,i,4,6,std::chrono::system_clock::now(),0.133691,0.135681,29.480866,0.006612,4.873533,0.136670,0.124256,32.191573,0.005960,4.796775
HDD,4/1Mb,i,4,7,std::chrono::system_clock::now(),0.130106,0.134885,29.654947,0.006425,4.763558,0.123595,0.124162,32.216053,0.005523,4.448230
HDD,4/1Mb,i,4,8,std::chrono::system_clock::now(),0.166321,0.138814,28.815476,0.012009,8.651054,0.120222,0.123669,32.344336,0.005328,4.308304
HDD,4/1Mb,i,4,9,std::chrono::system_clock::now(),0.130797,0.137924,29.001583,0.011599,8.409770,0.136597,0.125106,31.972960,0.006461,5.164222
HDD,4/1Mb,i,4,10,std::chrono::system_clock::now(),0.138582,0.137989,28.987738,0.011006,7.975686,0.117207,0.124316,32.176097,0.006571,5.285937
flash,4/1Mb,i,4,1,std::chrono::system_clock::now(),0.140334,0.140334,28.503502,0.000000,0.000000,0.118464,0.118464,33.765576,0.000000,0.000000
flash,4/1Mb,i,4,2,std::chrono::system_clock::now(),0.148043,0.144188,27.741491,0.003855,2.673394,0.112107,0.115285,34.696532,0.003179,2.757118
flash,4/1Mb,i,4,3,std::chrono::system_clock::now(),0.139903,0.142760,28.019045,0.003740,2.619640,0.108079,0.112883,35.434862,0.004275,3.787113
flash,4/1Mb,i,4,4,std::chrono::system_clock::now(),0.139880,0.142040,28.161054,0.003470,2.443321,0.113295,0.112986,35.402567,0.003707,3.280547
flash,4/1Mb,i,4,5,std::chrono::system_clock::now(),0.147514,0.143135,27.945658,0.003799,2.653899,0.111170,0.112623,35.516721,0.003394,3.013485
flash,4/1Mb,i,4,6,std::chrono::system_clock::now(),0.139886,0.142593,28.051785,0.003673,2.575864,0.113506,0.112770,35.470386,0.003116,2.762778
flash,4/1Mb,i,4,7,std::chrono::system_clock::now(),0.139356,0.142131,28.143058,0.003584,2.521802,0.117119,0.113391,35.276054,0.003261,2.876107
flash,4/1Mb,i,4,8,std::chrono::system_clock::now(),0.146269,0.142648,28.040997,0.003621,2.538675,0.109477,0.112902,35.428953,0.003314,2.935291
flash,4/1Mb,i,4,9,std::chrono::system_clock::now(),0.140252,0.142382,28.093439,0.003496,2.455612,0.118833,0.113561,35.223362,0.003638,3.203731
flash,4/1Mb,i,4,10,std::chrono::system_clock::now(),0.153505,0.143494,27.875672,0.004705,3.278866,0.108461,0.113051,35.382275,0.003775,3.339602
HDD,4/1Mb,i,4,1,std::chrono::system_clock::now(),0.124427,0.124427,32.147243,0.000000,0.000000,0.107059,0.107059,37.362671,0.000000,0.000000
HDD,4/1Mb,i,4,2,std::chrono::system_clock::now(),0.119799,0.122113,32.756417,0.002314,1.894950,0.109208,0.108133,36.991394,0.001075,0.993710
HDD,4/1Mb,i,4,3,std::chrono::system_clock::now(),0.119288,0.121172,33.010986,0.002312,1.907668,0.107643,0.107970,37.047340,0.000907,0.840265
HDD,4/1Mb,i,4,4,std::chrono::system_clock::now(),0.120302,0.120954,33.070334,0.002037,1.684097,0.107011,0.107730,37.129802,0.000889,0.824942
HDD,4/1Mb,i,4,5,std::chrono::system_clock::now(),0.119061,0.120576,33.174164,0.001973,1.636313,0.110239,0.108232,36.957640,0.001280,1.182950
HDD,4/1Mb,l,8,1,std::chrono::system_clock::now(),0.059622,0.059622,67.089560,0.000000,0.000000,0.049093,0.049093,81.477961,0.000000,0.000000
HDD,4/1Mb,l,8,2,std::chrono::system_clock::now(),0.059457,0.059539,67.182554,0.000083,0.138612,0.048554,0.048824,81.927729,0.000270,0.552012
HDD,4/1Mb,l,8,3,std::chrono::system_clock::now(),0.059184,0.059421,67.316299,0.000180,0.303518,0.049759,0.049135,81.407674,0.000493,1.003218
HDD,4/1Mb,l,8,4,std::chrono::system_clock::now(),0.058160,0.059106,67.675235,0.000568,0.960606,0.048362,0.048942,81.729219,0.000543,1.108531
HDD,4/1Mb,l,8,5,std::chrono::system_clock::now(),0.057684,0.058821,68.002492,0.000763,1.296427,0.048452,0.048844,81.893317,0.000523,1.071577
HDD,4/1Mb,l,8,6,std::chrono::system_clock::now(),0.057830,0.058656,68.194130,0.000788,1.343724,0.048425,0.048774,82.010517,0.000503,1.030555
HDD,4/1Mb,l,8,7,std::chrono::system_clock::now(),0.058867,0.058686,68.159185,0.000733,1.249729,0.049101,0.048821,81.932148,0.000479,0.981516
HDD,4/1Mb,l,8,8,std::chrono::system_clock::now(),0.058483,0.058661,68.188633,0.000689,1.175092,0.048750,0.048812,81.946983,0.000449,0.919540
HDD,4/1Mb,l,8,9,std::chrono::system_clock::now(),0.057604,0.058543,68.325373,0.000730,1.246614,0.048644,0.048793,81.978395,0.000426,0.874033
HDD,4/1Mb,l,8,10,std::chrono::system_clock::now(),0.058394,0.058528,68.342780,0.000694,1.185409,0.049292,0.048843,81.894720,0.000431,0.883120
flash,4/1Mb,l,8,1,std::chrono::system_clock::now(),0.059308,0.059308,67.444443,0.000000,0.000000,0.049581,0.049581,80.676480,0.000000,0.000000
flash,4/1Mb,l,8,2,std::chrono::system_clock::now(),0.060611,0.059959,66.711745,0.000651,1.086372,0.049443,0.049512,80.788779,0.000069,0.139196
flash,4/1Mb,l,8,3,std::chrono::system_clock::now(),0.059464,0.059794,66.895879,0.000581,0.971350,0.049165,0.049396,80.977704,0.000173,0.349785
flash,4/1Mb,l,8,4,std::chrono::system_clock::now(),0.060523,0.059977,66.692678,0.000594,0.990026,0.049316,0.049376,81.010575,0.000154,0.311095
flash,4/1Mb,l,8,5,std::chrono::system_clock::now(),0.060522,0.060086,66.571642,0.000574,0.955523,0.049367,0.049374,81.013581,0.000137,0.278361
flash,4/1Mb,l,8,6,std::chrono::system_clock::now(),0.059579,0.060001,66.665388,0.000557,0.928520,0.049560,0.049405,80.962921,0.000143,0.289899
flash,4/1Mb,l,8,7,std::chrono::system_clock::now(),0.059894,0.059986,66.682475,0.000517,0.862152,0.049682,0.049445,80.898264,0.000164,0.331944
flash,4/1Mb,l,8,8,std::chrono::system_clock::now(),0.060774,0.060084,66.573178,0.000549,0.914506,0.049322,0.049430,80.923330,0.000159,0.321238
flash,4/1Mb,l,8,9,std::chrono::system_clock::now(),0.061479,0.060239,66.401896,0.000679,1.126558,0.049782,0.049469,80.859172,0.000186,0.376654
flash,4/1Mb,l,8,10,std::chrono::system_clock::now(),0.060135,0.060229,66.413411,0.000645,1.070197,0.049437,0.049466,80.864363,0.000177,0.357867
HDD,4/1Mb,x,8,1,std::chrono::system_clock::now(),0.059511,0.059511,67.214060,0.000000,0.000000,0.049474,0.049474,80.850121,0.000000,0.000000
HDD,4/1Mb,x,8,2,std::chrono::system_clock::now(),0.060642,0.060077,66.581619,0.000565,0.940936,0.049452,0.049463,80.868275,0.000011,0.022453
HDD,4/1Mb,x,8,3,std::chrono::system_clock::now(),0.060490,0.060214,66.429436,0.000501,0.831883,0.052539,0.050488,79.226300,0.001450,2.871520
HDD,4/1Mb,x,8,4,std::chrono::system_clock::now(),0.083296,0.065985,60.620076,0.010004,15.161321,0.050365,0.050458,79.274531,0.001257,2.490556
HDD,4/1Mb,x,8,5,std::chrono::system_clock::now(),0.061840,0.065156,61.391406,0.009100,13.967033,0.051509,0.050668,78.945641,0.001200,2.368479
HDD,4/1Mb,x,8,6,std::chrono::system_clock::now(),0.066119,0.065316,61.240454,0.008315,12.730626,0.050805,0.050691,78.910119,0.001097,2.163483
HDD,4/1Mb,x,8,7,std::chrono::system_clock::now(),0.063848,0.065107,61.437716,0.007715,11.850530,0.053605,0.051107,78.267364,0.001439,2.815626
HDD,4/1Mb,x,8,8,std::chrono::system_clock::now(),0.067991,0.065467,61.099332,0.007280,11.119995,0.051363,0.051139,78.218400,0.001349,2.637329
HDD,4/1Mb,x,8,9,std::chrono::system_clock::now(),0.060308,0.064894,61.639006,0.007052,10.867684,0.050665,0.051086,78.298931,0.001280,2.506034
HDD,4/1Mb,x,8,10,std::chrono::system_clock::now(),0.065724,0.064977,61.560227,0.006695,10.303950,0.051393,0.051117,78.251885,0.001218,2.382832
flash,4/1Mb,x,8,1,std::chrono::system_clock::now(),0.077560,0.077560,51.573182,0.000000,0.000000,0.064087,0.064087,62.414829,0.000000,0.000000
flash,4/1Mb,x,8,2,std::chrono::system_clock::now(),0.071566,0.074563,53.645853,0.002997,4.018893,0.061034,0.062561,63.937957,0.001527,2.440330
flash,4/1Mb,x,8,3,std::chrono::system_clock::now(),0.060134,0.069753,57.344945,0.007229,10.363236,0.051455,0.058859,67.959420,0.005382,9.143534
flash,4/1Mb,x,8,4,std::chrono::system_clock::now(),0.063623,0.068221,58.633192,0.006800,9.967309,0.049368,0.056486,70.814004,0.006214,11.000550
flash,4/1Mb,x,8,5,std::chrono::system_clock::now(),0.070103,0.068597,58.311364,0.006128,8.933801,0.063040,0.057797,69.207946,0.006145,10.632187
flash,4/1Mb,x,8,6,std::chrono::system_clock::now(),0.075209,0.069699,57.389401,0.006113,8.770606,0.060508,0.058249,68.671136,0.005700,9.785463
flash,4/1Mb,x,8,7,std::chrono::system_clock::now(),0.067202,0.069343,57.684637,0.005727,8.258482,0.053680,0.057596,69.449377,0.005514,9.573550
flash,4/1Mb,x,8,8,std::chrono::system_clock::now(),0.062951,0.068544,58.356986,0.005759,8.401557,0.051272,0.056805,70.415852,0.005566,9.797968
flash,4/1Mb,x,8,9,std::chrono::system_clock::now(),0.070679,0.068781,58.155710,0.005471,7.953795,0.061988,0.057381,69.709153,0.005494,9.575337
flash,4/1Mb,x,8,10,std::chrono::system_clock::now(),0.070005,0.068903,58.052362,0.005203,7.551067,0.054682,0.057111,70.038578,0.005275,9.236344
HDD,4/1Mb,c,1,1,std::chrono::system_clock::now(),0.491566,0.491566,8.137261,0.000000,0.000000,0.442437,0.442437,9.040830,0.000000,0.000000
HDD,4/1Mb,c,1,2,std::chrono::system_clock::now(),0.630786,0.561176,7.127886,0.069610,12.404350,0.444357,0.443397,9.021263,0.000960,0.216437
HDD,4/1Mb,c,1,3,std::chrono::system_clock::now(),0.573170,0.565174,7.077464,0.057117,10.106101,0.430840,0.439211,9.107234,0.005971,1.359472
HDD,4/1Mb,c,1,4,std::chrono::system_clock::now(),0.504598,0.550030,7.272330,0.055989,10.179324,0.466607,0.446060,8.967398,0.012941,2.901124
HDD,4/1Mb,c,1,5,std::chrono::system_clock::now(),0.740831,0.588190,6.800521,0.091283,15.519347,0.471844,0.451217,8.864914,0.015503,3.435798
HDD,4/1Mb,c,1,6,std::chrono::system_clock::now(),0.492577,0.572255,6.989896,0.090629,15.837148,0.428102,0.447364,8.941255,0.016568,3.703436
HDD,4/1Mb,c,1,7,std::chrono::system_clock::now(),0.488418,0.560278,7.139313,0.088887,15.864758,0.431615,0.445115,8.986451,0.016299,3.661728
HDD,4/1Mb,c,1,8,std::chrono::system_clock::now(),0.522764,0.555589,7.199569,0.084066,15.131053,0.426855,0.442832,9.032769,0.016399,3.703127
HDD,4/1Mb,c,1,9,std::chrono::system_clock::now(),0.491298,0.548445,7.293344,0.081793,14.913682,0.438882,0.442393,9.041732,0.015511,3.506056
HDD,4/1Mb,c,1,10,std::chrono::system_clock::now(),0.512878,0.544889,7.340951,0.078326,14.374725,0.425688,0.440723,9.076004,0.015545,3.527083
flash,4/1Mb,c,1,1,std::chrono::system_clock::now(),0.620204,0.620204,6.449487,0.000000,0.000000,0.558425,0.558425,7.163006,0.000000,0.000000
flash,4/1Mb,c,1,2,std::chrono::system_clock::now(),0.653574,0.636889,6.280525,0.016685,2.619775,0.491301,0.524863,7.621036,0.033562,6.394383
flash,4/1Mb,c,1,3,std::chrono::system_clock::now(),0.585901,0.619893,6.452725,0.027629,4.456985,0.465395,0.505040,7.920157,0.039202,7.762142
flash,4/1Mb,c,1,4,std::chrono::system_clock::now(),0.673422,0.633275,6.316368,0.033313,5.260405,0.456717,0.492960,8.114253,0.039880,8.089949
flash,4/1Mb,c,1,5,std::chrono::system_clock::now(),0.643468,0.635314,6.296101,0.030074,4.733655,0.479319,0.490232,8.159410,0.036085,7.360775
flash,4/1Mb,c,1,6,std::chrono::system_clock::now(),1.050909,0.704580,5.677143,0.157297,22.324994,0.522273,0.495572,8.071485,0.035038,7.070286
flash,4/1Mb,c,1,7,std::chrono::system_clock::now(),0.632247,0.694246,5.761643,0.147812,21.291046,0.454173,0.489658,8.168973,0.035527,7.255453
flash,4/1Mb,c,1,8,std::chrono::system_clock::now(),0.620962,0.685086,5.838684,0.140374,20.489976,0.444979,0.484073,8.263219,0.036369,7.513172
flash,4/1Mb,c,1,9,std::chrono::system_clock::now(),0.781246,0.695770,5.749024,0.135752,19.511070,0.485690,0.484252,8.260154,0.034293,7.081636
flash,4/1Mb,c,1,10,std::chrono::system_clock::now(),0.549636,0.681157,5.872363,0.136043,19.972392,0.625663,0.498394,8.025786,0.053462,10.726773
